,rbp,method,auc
44,hnRNPL-like,iDeep_scaler_position_gam,0.8373226513013793
45,hnRNPL-like,iDeep_scaler_position_gam,0.8577114919865751
46,hnRNPL-like,iDeep_scaler_position_gam,0.7924834237492464
47,hnRNPL-like,iDeep_scaler_position_gam,0.8119711612210462
48,hnRNPL-like,iDeep_scaler_position_gam,0.8470253608149212
49,hnRNPL-like,iDeep_scaler_position_gam,0.8073932823654738
50,hnRNPL-like,iDeep_scaler_position_gam,0.7998335887367111
51,hnRNPL-like,iDeep_scaler_position_gam,0.8309041109290554
52,hnRNPL-like,iDeep_scaler_position_gam,0.8291148661329675
53,hnRNPL-like,iDeep_scaler_position_gam,0.8324722268280551
54,hnRNPL-like,iDeep_scaler_position_gam,0.8364062961868164
55,hnRNPL-like,iDeep_scaler_position_gam,0.8416846294146909
56,hnRNPL-like,iDeep_scaler_position_gam,0.7805417852306555
57,hnRNPL-like,iDeep_scaler_position_gam,0.8044291588579745
58,hnRNPL-like,iDeep_scaler_position_gam,0.8390890269151139
59,hnRNPL-like,iDeep_scaler_position_gam,0.8443669703565306
60,hnRNPL-like,iDeep_scaler_position_gam,0.8440434002209132
61,hnRNPL-like,iDeep_scaler_position_gam,0.8282990493947291
62,hnRNPL-like,iDeep_scaler_position_gam,0.8389159620162951
63,hnRNPL-like,iDeep_scaler_position_gam,0.8235553055684626
64,hnRNPL-like,iDeep_scaler_position_gam,0.8189778166421209
65,hnRNPL-like,iDeep_scaler_position_gam,0.8112043626237624
66,hnRNPL-like,iDeep_scaler_position_gam,0.8444054580896686
67,hnRNPL-like,iDeep_scaler_position_gam,0.8387562500000001
68,hnRNPL-like,iDeep_scaler_position_gam,0.8294769421944035
69,hnRNPL-like,iDeep_scaler_position_gam,0.8292849179805702
70,hnRNPL-like,iDeep_scaler_position_gam,0.8549677772228961
71,hnRNPL-like,iDeep_scaler_position_gam,0.8224504768892149
72,hnRNPL-like,iDeep_scaler_position_gam,0.832723644828733
73,hnRNPL-like,iDeep_scaler_position_gam,0.8130710184107188
74,hnRNPL-like,iDeep_scaler_position_gam,0.796115389035743
75,hnRNPL-like,iDeep_scaler_position_gam,0.8094732686595175
76,hnRNPL-like,iDeep_scaler_position_gam,0.8349958437240232
77,hnRNPL-like,iDeep_scaler_position_gam,0.7939096774193548
78,hnRNPL-like,iDeep_scaler_position_gam,0.8034606534744593
79,hnRNPL-like,iDeep_scaler_position_gam,0.8292957458238469
80,hnRNPL-like,iDeep_scaler_position_gam,0.8375504327996177
81,hnRNPL-like,iDeep_scaler_position_gam,0.7901358428476835
82,hnRNPL-like,iDeep_scaler_position_gam,0.7959042716054658
83,hnRNPL-like,iDeep_scaler_position_gam,0.8035738750905211
84,hnRNPL-like,iDeep_scaler_position_gam,0.8255215324134557
85,hnRNPL-like,iDeep_scaler_position_gam,0.7927974780258233
86,hnRNPL-like,iDeep_scaler_position_gam,0.8049830932923621
87,hnRNPL-like,iDeep_scaler_position_gam,0.8246387150220913
88,hnRNPL-like,iDeep_scaler_position_gam,0.8020674687785562
89,hnRNPL-like,iDeep_scaler_position_gam,0.8523020113648967
90,hnRNPL-like,iDeep_scaler_position_gam,0.8369755244755245
91,hnRNPL-like,iDeep_scaler_position_gam,0.8110381313763636
92,hnRNPL-like,iDeep_scaler_position_gam,0.8015596380436862
93,hnRNPL-like,iDeep_scaler_position_gam,0.8390232569514073
94,hnRNPL-like,iDeep_scaler_position_gam,0.8190523696915952
95,hnRNPL-like,iDeep_scaler_position_gam,0.826904974888768
96,hnRNPL-like,iDeep_scaler_position_gam,0.8194461522531211
97,hnRNPL-like,iDeep_scaler_position_gam,0.8348486627809951
98,hnRNPL-like,iDeep_scaler_position_gam,0.8027000607645769
99,hnRNPL-like,iDeep_scaler_position_gam,0.8396735815500381
100,hnRNPL-like,iDeep_scaler_position_gam,0.8198294243070363
101,hnRNPL-like,iDeep_scaler_position_gam,0.8089363143631436
102,hnRNPL-like,iDeep_scaler_position_gam,0.7894717938894742
103,hnRNPL-like,iDeep_scaler_position_gam,0.8139142473932418
104,hnRNPL-like,iDeep_scaler_position_gam,0.8383915646275705
105,hnRNPL-like,iDeep_scaler_position_gam,0.8324106562703055
106,hnRNPL-like,iDeep_scaler_position_gam,0.8296926262143653
107,hnRNPL-like,iDeep_scaler_position_gam,0.8031826982103226
108,hnRNPL-like,iDeep_scaler_position_gam,0.8461593717076908
109,hnRNPL-like,iDeep_scaler_position_gam,0.8112126474079011
110,hnRNPL-like,iDeep_scaler_position_gam,0.8336406752903871
111,hnRNPL-like,iDeep_scaler_position_gam,0.8162786466665412
112,hnRNPL-like,iDeep_scaler_position_gam,0.8168807904925169
113,hnRNPL-like,iDeep_scaler_position_gam,0.7663752624546669
114,hnRNPL-like,iDeep_scaler_position_gam,0.8308305542948478
115,hnRNPL-like,iDeep_scaler_position_gam,0.8387096774193549
116,hnRNPL-like,iDeep_scaler_position_gam,0.822819757176519
117,hnRNPL-like,iDeep_scaler_position_gam,0.8104346039511785
118,hnRNPL-like,iDeep_scaler_position_gam,0.8370139100416285
119,hnRNPL-like,iDeep_scaler_position_gam,0.7831886485937658
120,hnRNPL-like,iDeep_scaler_position_gam,0.8541651157596963
121,hnRNPL-like,iDeep_scaler_position_gam,0.8177783345562575
122,hnRNPL-like,iDeep_scaler_position_gam,0.8403126744835286
123,hnRNPL-like,iDeep_scaler_position_gam,0.812725435522243
124,hnRNPL-like,iDeep_scaler_position_gam,0.7967137210615471
125,hnRNPL-like,iDeep_scaler_position_gam,0.8333214430096788
126,hnRNPL-like,iDeep_scaler_position_gam,0.8328584426779044
127,hnRNPL-like,iDeep_scaler_position_gam,0.8228263493368303
128,hnRNPL-like,iDeep_scaler_position_gam,0.8005779496324547
129,hnRNPL-like,iDeep_scaler_position_gam,0.8171694929077347
130,hnRNPL-like,iDeep_scaler_position_gam,0.8265742626043748
131,hnRNPL-like,iDeep_scaler_position_gam,0.8146376850533329
132,hnRNPL-like,iDeep_scaler_position_gam,0.8318098072562359
133,hnRNPL-like,iDeep_scaler_position_gam,0.8370821886446886
134,hnRNPL-like,iDeep_scaler_position_gam,0.8161225723569863
135,hnRNPL-like,iDeep_scaler_position_gam,0.85842195998446
136,hnRNPL-like,iDeep_scaler_position_gam,0.8243875
137,hnRNPL-like,iDeep_scaler_position_gam,0.8099135382796334
138,hnRNPL-like,iDeep_scaler_position_gam,0.81573125
139,hnRNPL-like,iDeep_scaler_position_gam,0.7960815954256046
140,hnRNPL-like,iDeep_scaler_position_gam,0.8520869543313434
141,hnRNPL-like,iDeep_scaler_position_gam,0.792776075088593
142,hnRNPL-like,iDeep_scaler_position_gam,0.8102989424177103
143,hnRNPL-like,iDeep_scaler_position_gam,0.8468827067018561
144,hnRNPL-like,iDeep_scaler_position_gam,0.8670182195230336
145,hnRNPL-like,iDeep_scaler_position_gam,0.842831167160706
146,hnRNPL-like,iDeep_scaler_position_gam,0.8168052237617455
147,hnRNPL-like,iDeep_scaler_position_gam,0.8372838718820861
148,hnRNPL-like,iDeep_scaler_position_gam,0.816720824202121
149,hnRNPL-like,iDeep_scaler_position_gam,0.8180250188357336
150,hnRNPL-like,iDeep_scaler_position_gam,0.8065546207943588
151,hnRNPL-like,iDeep_scaler_position_gam,0.8354339167802116
152,hnRNPL-like,iDeep_scaler_position_gam,0.8032574405125822
153,hnRNPL-like,iDeep_scaler_position_gam,0.8032276601858059
154,hnRNPL-like,iDeep_scaler_position_gam,0.798068860706425
155,hnRNPL-like,iDeep_scaler_position_gam,0.7892314772204326
156,hnRNPL-like,iDeep_scaler_position_gam,0.8294392523364487
157,hnRNPL-like,iDeep_scaler_position_gam,0.8100736525766086
158,hnRNPL-like,iDeep_scaler_position_gam,0.826034383679724
159,hnRNPL-like,iDeep_scaler_position_gam,0.8196358583098915
160,hnRNPL-like,iDeep_scaler_position_gam,0.834642458990285
161,hnRNPL-like,iDeep_scaler_position_gam,0.8073692284092652
162,hnRNPL-like,iDeep_scaler_position_gam,0.7891893926561647
163,hnRNPL-like,iDeep_scaler_position_gam,0.834262092074592
164,hnRNPL-like,iDeep_scaler_position_gam,0.8090030406281014
165,hnRNPL-like,iDeep_scaler_position_gam,0.810647311509406
166,hnRNPL-like,iDeep_scaler_position_gam,0.7949982756921864
167,hnRNPL-like,iDeep_scaler_position_gam,0.8359919626014927
168,hnRNPL-like,iDeep_scaler_position_gam,0.8242583942676872
169,hnRNPL-like,iDeep_scaler_position_gam,0.8007577401977228
170,hnRNPL-like,iDeep_scaler_position_gam,0.808104282685687
171,hnRNPL-like,iDeep_scaler_position_gam,0.8368432607704389
172,hnRNPL-like,iDeep_scaler_position_gam,0.813560449797059
173,hnRNPL-like,iDeep_scaler_position_gam,0.8201759995906986
174,hnRNPL-like,iDeep_scaler_position_gam,0.8374663195871581
175,hnRNPL-like,iDeep_scaler_position_gam,0.8361899158374051
176,hnRNPL-like,iDeep_scaler_position_gam,0.798740350204894
177,hnRNPL-like,iDeep_scaler_position_gam,0.8158823230784852
178,hnRNPL-like,iDeep_scaler_position_gam,0.8322718130447275
179,hnRNPL-like,iDeep_scaler_position_gam,0.8370190528171444
180,hnRNPL-like,iDeep_scaler_position_gam,0.8132505324194212
181,hnRNPL-like,iDeep_scaler_position_gam,0.8260645161290323
182,hnRNPL-like,iDeep_scaler_position_gam,0.828610389852988
183,hnRNPL-like,iDeep_scaler_position_gam,0.7963411002754411
184,hnRNPL-like,iDeep_scaler_position_gam,0.8142234935509549
185,hnRNPL-like,iDeep_scaler_position_gam,0.8029312354312355
186,hnRNPL-like,iDeep_scaler_position_gam,0.7974704985602168
187,hnRNPL-like,iDeep_scaler_position_gam,0.8426912186759634
188,hnRNPL-like,iDeep_scaler_position_gam,0.8196301156401214
189,hnRNPL-like,iDeep_scaler_position_gam,0.8044608068722198
190,hnRNPL-like,iDeep_scaler_position_gam,0.8337360034838425
191,hnRNPL-like,iDeep_scaler_position_gam,0.8367179216933607
192,hnRNPL-like,iDeep_scaler_position_gam,0.829714258254795
193,hnRNPL-like,iDeep_scaler_position_gam,0.8228064800965887
194,hnRNPL-like,iDeep_scaler_position_gam,0.7861847905488804
195,hnRNPL-like,iDeep_scaler_position_gam,0.8541613223618867
196,hnRNPL-like,iDeep_scaler_position_gam,0.8298493068113321
197,hnRNPL-like,iDeep_scaler_position_gam,0.80636333139114
198,hnRNPL-like,iDeep_scaler_position_gam,0.8148343079922027
199,hnRNPL-like,iDeep_scaler_position_gam,0.8106661379857257
0,ELAVL1-MNase,iDeep_scaler_position_gam,0.8376251134626046
1,ELAVL1-MNase,iDeep_scaler_position_gam,0.815515370705244
2,ELAVL1-MNase,iDeep_scaler_position_gam,0.8257827653089498
3,ELAVL1-MNase,iDeep_scaler_position_gam,0.8234286400616976
4,ELAVL1-MNase,iDeep_scaler_position_gam,0.8409266707920793
5,ELAVL1-MNase,iDeep_scaler_position_gam,0.8502797202797203
6,ELAVL1-MNase,iDeep_scaler_position_gam,0.81382402207114
7,ELAVL1-MNase,iDeep_scaler_position_gam,0.8430261502987109
8,ELAVL1-MNase,iDeep_scaler_position_gam,0.8041291856047437
9,ELAVL1-MNase,iDeep_scaler_position_gam,0.8302915958380812
10,ELAVL1-MNase,iDeep_scaler_position_gam,0.8312661251791686
11,ELAVL1-MNase,iDeep_scaler_position_gam,0.847037037037037
12,ELAVL1-MNase,iDeep_scaler_position_gam,0.807196806953966
13,ELAVL1-MNase,iDeep_scaler_position_gam,0.8264625
14,ELAVL1-MNase,iDeep_scaler_position_gam,0.8336477811194342
15,ELAVL1-MNase,iDeep_scaler_position_gam,0.844128731894768
16,ELAVL1-MNase,iDeep_scaler_position_gam,0.841530616565549
17,ELAVL1-MNase,iDeep_scaler_position_gam,0.8393748643368787
18,ELAVL1-MNase,iDeep_scaler_position_gam,0.8197101665053723
19,ELAVL1-MNase,iDeep_scaler_position_gam,0.8035081069183928
20,ELAVL1-MNase,iDeep_scaler_position_gam,0.831049530179965
21,ELAVL1-MNase,iDeep_scaler_position_gam,0.8530050373458399
22,ELAVL1-MNase,iDeep_scaler_position_gam,0.8317037180052957
23,ELAVL1-MNase,iDeep_scaler_position_gam,0.8169599380591462
24,ELAVL1-MNase,iDeep_scaler_position_gam,0.8151368578221946
25,ELAVL1-MNase,iDeep_scaler_position_gam,0.8451724224791557
26,ELAVL1-MNase,iDeep_scaler_position_gam,0.8167736695544554
27,ELAVL1-MNase,iDeep_scaler_position_gam,0.8420349477079176
28,ELAVL1-MNase,iDeep_scaler_position_gam,0.8123799976211918
29,ELAVL1-MNase,iDeep_scaler_position_gam,0.8297062343086417
30,ELAVL1-MNase,iDeep_scaler_position_gam,0.800726321195373
31,ELAVL1-MNase,iDeep_scaler_position_gam,0.8432598708841803
32,ELAVL1-MNase,iDeep_scaler_position_gam,0.8258425602175602
33,ELAVL1-MNase,iDeep_scaler_position_gam,0.8184823190887256
34,ELAVL1-MNase,iDeep_scaler_position_gam,0.8277544703384412
35,ELAVL1-MNase,iDeep_scaler_position_gam,0.8227233635929287
36,ELAVL1-MNase,iDeep_scaler_position_gam,0.8045753709549872
37,ELAVL1-MNase,iDeep_scaler_position_gam,0.8560535117056856
38,ELAVL1-MNase,iDeep_scaler_position_gam,0.836658477877863
39,ELAVL1-MNase,iDeep_scaler_position_gam,0.8329810298102981
40,ELAVL1-MNase,iDeep_scaler_position_gam,0.8249620536616051
41,ELAVL1-MNase,iDeep_scaler_position_gam,0.8168353446150539
42,ELAVL1-MNase,iDeep_scaler_position_gam,0.8306363590212205
43,ELAVL1-MNase,iDeep_scaler_position_gam,0.8250030138637734
44,ELAVL1-MNase,iDeep_scaler_position_gam,0.8083418317793317
45,ELAVL1-MNase,iDeep_scaler_position_gam,0.8502652329749105
46,ELAVL1-MNase,iDeep_scaler_position_gam,0.8482384823848239
47,ELAVL1-MNase,iDeep_scaler_position_gam,0.8279960808580857
48,ELAVL1-MNase,iDeep_scaler_position_gam,0.8383684995737426
49,ELAVL1-MNase,iDeep_scaler_position_gam,0.8027925285989802
50,ELAVL1-MNase,iDeep_scaler_position_gam,0.8061437499999999
51,ELAVL1-MNase,iDeep_scaler_position_gam,0.8432988211039998
52,ELAVL1-MNase,iDeep_scaler_position_gam,0.8423598970473971
53,ELAVL1-MNase,iDeep_scaler_position_gam,0.8266701152822938
54,ELAVL1-MNase,iDeep_scaler_position_gam,0.8034408549558583
55,ELAVL1-MNase,iDeep_scaler_position_gam,0.8111312145524547
56,ELAVL1-MNase,iDeep_scaler_position_gam,0.810839252828203
57,ELAVL1-MNase,iDeep_scaler_position_gam,0.7964257687094243
58,ELAVL1-MNase,iDeep_scaler_position_gam,0.8354491469063215
59,ELAVL1-MNase,iDeep_scaler_position_gam,0.8594489568402612
60,ELAVL1-MNase,iDeep_scaler_position_gam,0.833156769458944
61,ELAVL1-MNase,iDeep_scaler_position_gam,0.8405492473491086
62,ELAVL1-MNase,iDeep_scaler_position_gam,0.8011525314530129
63,ELAVL1-MNase,iDeep_scaler_position_gam,0.8206951895883354
64,ELAVL1-MNase,iDeep_scaler_position_gam,0.836593962986001
65,ELAVL1-MNase,iDeep_scaler_position_gam,0.8621004038497345
66,ELAVL1-MNase,iDeep_scaler_position_gam,0.8309552845528455
67,ELAVL1-MNase,iDeep_scaler_position_gam,0.7788924154260812
68,ELAVL1-MNase,iDeep_scaler_position_gam,0.8327565968061432
69,ELAVL1-MNase,iDeep_scaler_position_gam,0.8283866857779902
70,ELAVL1-MNase,iDeep_scaler_position_gam,0.8301819363222871
71,ELAVL1-MNase,iDeep_scaler_position_gam,0.8566966422328017
72,ELAVL1-MNase,iDeep_scaler_position_gam,0.8068401359712407
73,ELAVL1-MNase,iDeep_scaler_position_gam,0.8270777726645191
74,ELAVL1-MNase,iDeep_scaler_position_gam,0.7982772435897436
75,ELAVL1-MNase,iDeep_scaler_position_gam,0.8164782326185835
76,ELAVL1-MNase,iDeep_scaler_position_gam,0.8458883512397823
77,ELAVL1-MNase,iDeep_scaler_position_gam,0.8014323822428153
78,ELAVL1-MNase,iDeep_scaler_position_gam,0.8081044223650886
79,ELAVL1-MNase,iDeep_scaler_position_gam,0.8277410753962376
80,ELAVL1-MNase,iDeep_scaler_position_gam,0.83956685985124
81,ELAVL1-MNase,iDeep_scaler_position_gam,0.8367132867132867
82,ELAVL1-MNase,iDeep_scaler_position_gam,0.7734640671049648
83,ELAVL1-MNase,iDeep_scaler_position_gam,0.8299989414628982
84,ELAVL1-MNase,iDeep_scaler_position_gam,0.7799095332577475
85,ELAVL1-MNase,iDeep_scaler_position_gam,0.8410065297021819
86,ELAVL1-MNase,iDeep_scaler_position_gam,0.7984214130248709
87,ELAVL1-MNase,iDeep_scaler_position_gam,0.7987105289877144
88,ELAVL1-MNase,iDeep_scaler_position_gam,0.7945189135661065
89,ELAVL1-MNase,iDeep_scaler_position_gam,0.8531971502255732
90,ELAVL1-MNase,iDeep_scaler_position_gam,0.8217931103708305
91,ELAVL1-MNase,iDeep_scaler_position_gam,0.8363096999953956
92,ELAVL1-MNase,iDeep_scaler_position_gam,0.8324935427869755
93,ELAVL1-MNase,iDeep_scaler_position_gam,0.8374657480386405
94,ELAVL1-MNase,iDeep_scaler_position_gam,0.8242637256090171
95,ELAVL1-MNase,iDeep_scaler_position_gam,0.8248281595076801
96,ELAVL1-MNase,iDeep_scaler_position_gam,0.833889955748518
97,ELAVL1-MNase,iDeep_scaler_position_gam,0.8067857037626329
98,ELAVL1-MNase,iDeep_scaler_position_gam,0.8288614519328928
99,ELAVL1-MNase,iDeep_scaler_position_gam,0.8338219616204691
100,ELAVL1-MNase,iDeep_scaler_position_gam,0.8125683509175615
101,ELAVL1-MNase,iDeep_scaler_position_gam,0.8405021730914588
102,ELAVL1-MNase,iDeep_scaler_position_gam,0.8450931310735952
103,ELAVL1-MNase,iDeep_scaler_position_gam,0.8282104690619378
104,ELAVL1-MNase,iDeep_scaler_position_gam,0.7945744818933068
105,ELAVL1-MNase,iDeep_scaler_position_gam,0.8108562809405941
106,ELAVL1-MNase,iDeep_scaler_position_gam,0.8385185732584491
107,ELAVL1-MNase,iDeep_scaler_position_gam,0.8072833256634453
108,ELAVL1-MNase,iDeep_scaler_position_gam,0.827926396689329
109,ELAVL1-MNase,iDeep_scaler_position_gam,0.806586892226846
110,ELAVL1-MNase,iDeep_scaler_position_gam,0.8108190054933295
111,ELAVL1-MNase,iDeep_scaler_position_gam,0.8278521312813104
112,ELAVL1-MNase,iDeep_scaler_position_gam,0.8203357770379238
113,ELAVL1-MNase,iDeep_scaler_position_gam,0.8308024296675192
114,ELAVL1-MNase,iDeep_scaler_position_gam,0.8387693774741373
115,ELAVL1-MNase,iDeep_scaler_position_gam,0.8146568569146857
116,ELAVL1-MNase,iDeep_scaler_position_gam,0.8475864413364413
117,ELAVL1-MNase,iDeep_scaler_position_gam,0.8155259363644074
118,ELAVL1-MNase,iDeep_scaler_position_gam,0.8033399464529923
119,ELAVL1-MNase,iDeep_scaler_position_gam,0.8099109046603716
120,ELAVL1-MNase,iDeep_scaler_position_gam,0.840874215895885
121,ELAVL1-MNase,iDeep_scaler_position_gam,0.7880466339159311
122,ELAVL1-MNase,iDeep_scaler_position_gam,0.8364370412196499
123,ELAVL1-MNase,iDeep_scaler_position_gam,0.8368957203134418
124,ELAVL1-MNase,iDeep_scaler_position_gam,0.8312346912082946
125,ELAVL1-MNase,iDeep_scaler_position_gam,0.8221519951264089
126,ELAVL1-MNase,iDeep_scaler_position_gam,0.82701021404475
127,ELAVL1-MNase,iDeep_scaler_position_gam,0.8372675698409006
128,ELAVL1-MNase,iDeep_scaler_position_gam,0.8001609812649043
129,ELAVL1-MNase,iDeep_scaler_position_gam,0.7924597480261203
130,ELAVL1-MNase,iDeep_scaler_position_gam,0.834426838703389
131,ELAVL1-MNase,iDeep_scaler_position_gam,0.7974870702040036
132,ELAVL1-MNase,iDeep_scaler_position_gam,0.8378433708032458
133,ELAVL1-MNase,iDeep_scaler_position_gam,0.85178125
134,ELAVL1-MNase,iDeep_scaler_position_gam,0.8316292832421864
135,ELAVL1-MNase,iDeep_scaler_position_gam,0.8166267360342876
136,ELAVL1-MNase,iDeep_scaler_position_gam,0.7892079029134678
137,ELAVL1-MNase,iDeep_scaler_position_gam,0.8146003898635477
138,ELAVL1-MNase,iDeep_scaler_position_gam,0.8269128303495311
139,ELAVL1-MNase,iDeep_scaler_position_gam,0.8251387835954123
140,ELAVL1-MNase,iDeep_scaler_position_gam,0.8106788243562252
141,ELAVL1-MNase,iDeep_scaler_position_gam,0.8362868082319455
142,ELAVL1-MNase,iDeep_scaler_position_gam,0.8265501571953184
143,ELAVL1-MNase,iDeep_scaler_position_gam,0.8082187736205593
144,ELAVL1-MNase,iDeep_scaler_position_gam,0.8179088223242975
145,ELAVL1-MNase,iDeep_scaler_position_gam,0.8464566395663955
146,ELAVL1-MNase,iDeep_scaler_position_gam,0.8406461906661348
147,ELAVL1-MNase,iDeep_scaler_position_gam,0.8217555870974924
148,ELAVL1-MNase,iDeep_scaler_position_gam,0.8130710955710957
149,ELAVL1-MNase,iDeep_scaler_position_gam,0.8297008009036534
150,ELAVL1-MNase,iDeep_scaler_position_gam,0.8293718727286925
151,ELAVL1-MNase,iDeep_scaler_position_gam,0.8116770186335405
152,ELAVL1-MNase,iDeep_scaler_position_gam,0.8098533411033412
153,ELAVL1-MNase,iDeep_scaler_position_gam,0.8450512028559072
154,ELAVL1-MNase,iDeep_scaler_position_gam,0.8119442324127898
155,ELAVL1-MNase,iDeep_scaler_position_gam,0.8119702785336288
156,ELAVL1-MNase,iDeep_scaler_position_gam,0.8095157435115654
157,ELAVL1-MNase,iDeep_scaler_position_gam,0.848413313390878
158,ELAVL1-MNase,iDeep_scaler_position_gam,0.8310690091565547
159,ELAVL1-MNase,iDeep_scaler_position_gam,0.818179626280892
160,ELAVL1-MNase,iDeep_scaler_position_gam,0.79056875
161,ELAVL1-MNase,iDeep_scaler_position_gam,0.8235434915171168
162,ELAVL1-MNase,iDeep_scaler_position_gam,0.8169097925905118
163,ELAVL1-MNase,iDeep_scaler_position_gam,0.8359542457420097
164,ELAVL1-MNase,iDeep_scaler_position_gam,0.8251759834368529
165,ELAVL1-MNase,iDeep_scaler_position_gam,0.8085040876218426
166,ELAVL1-MNase,iDeep_scaler_position_gam,0.8213046254211681
167,ELAVL1-MNase,iDeep_scaler_position_gam,0.802396132288075
168,ELAVL1-MNase,iDeep_scaler_position_gam,0.8420958751393534
169,ELAVL1-MNase,iDeep_scaler_position_gam,0.7973678517764955
170,ELAVL1-MNase,iDeep_scaler_position_gam,0.8365199400727688
171,ELAVL1-MNase,iDeep_scaler_position_gam,0.8234842187460641
172,ELAVL1-MNase,iDeep_scaler_position_gam,0.8382271739206408
173,ELAVL1-MNase,iDeep_scaler_position_gam,0.826733670873322
174,ELAVL1-MNase,iDeep_scaler_position_gam,0.8214100064977258
175,ELAVL1-MNase,iDeep_scaler_position_gam,0.8401297191619773
176,ELAVL1-MNase,iDeep_scaler_position_gam,0.8385419585427057
177,ELAVL1-MNase,iDeep_scaler_position_gam,0.8442322271404465
178,ELAVL1-MNase,iDeep_scaler_position_gam,0.8210719758643809
179,ELAVL1-MNase,iDeep_scaler_position_gam,0.8247364272342104
180,ELAVL1-MNase,iDeep_scaler_position_gam,0.8416875
181,ELAVL1-MNase,iDeep_scaler_position_gam,0.8116818925552223
182,ELAVL1-MNase,iDeep_scaler_position_gam,0.8197993311036789
183,ELAVL1-MNase,iDeep_scaler_position_gam,0.8174593892137751
184,ELAVL1-MNase,iDeep_scaler_position_gam,0.834274443069307
185,ELAVL1-MNase,iDeep_scaler_position_gam,0.8170721364309527
186,ELAVL1-MNase,iDeep_scaler_position_gam,0.8388723723816529
187,ELAVL1-MNase,iDeep_scaler_position_gam,0.786704889313585
188,ELAVL1-MNase,iDeep_scaler_position_gam,0.8563072508553141
189,ELAVL1-MNase,iDeep_scaler_position_gam,0.84869850718065
190,ELAVL1-MNase,iDeep_scaler_position_gam,0.7755942641578039
191,ELAVL1-MNase,iDeep_scaler_position_gam,0.8227689572981053
192,ELAVL1-MNase,iDeep_scaler_position_gam,0.819874213836478
193,ELAVL1-MNase,iDeep_scaler_position_gam,0.8568455020199035
194,ELAVL1-MNase,iDeep_scaler_position_gam,0.8146184543756875
195,ELAVL1-MNase,iDeep_scaler_position_gam,0.8384671547250232
196,ELAVL1-MNase,iDeep_scaler_position_gam,0.8191802536231882
197,ELAVL1-MNase,iDeep_scaler_position_gam,0.8246881239927835
198,ELAVL1-MNase,iDeep_scaler_position_gam,0.8053972756841359
199,ELAVL1-MNase,iDeep_scaler_position_gam,0.8259299971768211
0,hnRNPL-1,iDeep_scaler_position_gam,0.8785921325051762
1,hnRNPL-1,iDeep_scaler_position_gam,0.8459724485261443
2,hnRNPL-1,iDeep_scaler_position_gam,0.857738791423002
3,hnRNPL-1,iDeep_scaler_position_gam,0.864799100046465
4,hnRNPL-1,iDeep_scaler_position_gam,0.85649375
5,hnRNPL-1,iDeep_scaler_position_gam,0.8564835257895342
6,hnRNPL-1,iDeep_scaler_position_gam,0.8756146054434564
7,hnRNPL-1,iDeep_scaler_position_gam,0.8617808141832759
8,hnRNPL-1,iDeep_scaler_position_gam,0.8304620136660759
9,hnRNPL-1,iDeep_scaler_position_gam,0.8782563930657983
10,hnRNPL-1,iDeep_scaler_position_gam,0.851442366341147
11,hnRNPL-1,iDeep_scaler_position_gam,0.8372379778051788
12,hnRNPL-1,iDeep_scaler_position_gam,0.8595382260962139
13,hnRNPL-1,iDeep_scaler_position_gam,0.8624708624708625
14,hnRNPL-1,iDeep_scaler_position_gam,0.862253189621355
15,hnRNPL-1,iDeep_scaler_position_gam,0.843289544026574
16,hnRNPL-1,iDeep_scaler_position_gam,0.8470390321599228
17,hnRNPL-1,iDeep_scaler_position_gam,0.879746835443038
18,hnRNPL-1,iDeep_scaler_position_gam,0.8395586714170784
19,hnRNPL-1,iDeep_scaler_position_gam,0.8388403891498252
20,hnRNPL-1,iDeep_scaler_position_gam,0.8575817524368514
21,hnRNPL-1,iDeep_scaler_position_gam,0.8246657195142628
22,hnRNPL-1,iDeep_scaler_position_gam,0.8518110324472755
23,hnRNPL-1,iDeep_scaler_position_gam,0.8526061627572553
24,hnRNPL-1,iDeep_scaler_position_gam,0.8625030226497219
25,hnRNPL-1,iDeep_scaler_position_gam,0.8770879466360479
26,hnRNPL-1,iDeep_scaler_position_gam,0.8325557564798072
27,hnRNPL-1,iDeep_scaler_position_gam,0.8680579811386657
28,hnRNPL-1,iDeep_scaler_position_gam,0.8315307903766278
29,hnRNPL-1,iDeep_scaler_position_gam,0.8333590867229944
30,hnRNPL-1,iDeep_scaler_position_gam,0.7994483392713481
31,hnRNPL-1,iDeep_scaler_position_gam,0.8911150237117088
32,hnRNPL-1,iDeep_scaler_position_gam,0.8529234478601566
33,hnRNPL-1,iDeep_scaler_position_gam,0.8791397740705854
34,hnRNPL-1,iDeep_scaler_position_gam,0.8611271850512358
35,hnRNPL-1,iDeep_scaler_position_gam,0.8453738910012674
36,hnRNPL-1,iDeep_scaler_position_gam,0.8184377859640067
37,hnRNPL-1,iDeep_scaler_position_gam,0.8786508350083129
38,hnRNPL-1,iDeep_scaler_position_gam,0.8477206249554112
39,hnRNPL-1,iDeep_scaler_position_gam,0.8413657867317288
40,hnRNPL-1,iDeep_scaler_position_gam,0.8531033723802304
41,hnRNPL-1,iDeep_scaler_position_gam,0.8594651347304496
42,hnRNPL-1,iDeep_scaler_position_gam,0.871963571515141
43,hnRNPL-1,iDeep_scaler_position_gam,0.8566454610759842
44,hnRNPL-1,iDeep_scaler_position_gam,0.851591168021472
